Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Birth Year,Awarded Age,Age Group
1973,Chemistry,The Nobel Prize in Chemistry 1973,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",01-Feb,244,Individual,Ernst Otto Fischer,10/11/1918,Munich,Germany,Male,Technical University,Munich,Federal Republic of Germany,23/07/2007,Munich,Germany,1918,55,50-60
1973,Chemistry,The Nobel Prize in Chemistry 1973,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",01-Feb,245,Individual,Geoffrey Wilkinson,14/07/1921,Todmorden,United Kingdom,Male,Imperial College,London,United Kingdom,26/09/1996,London,United Kingdom,1921,52,50-60
1973,Economics,The Sveriges Riksbank Prize in Economic Sciences 1973,for the development of the input-output method and for its application to important economic problems,01-Jan,683,Individual,Wassily Leontief,05/08/1906,St. Petersburg,Russia,Male,Harvard University,"Cambridge, MA",United States of America,05/02/1999,"New York, NY",United States of America,1906,67,60-70
1973,Literature,The Nobel Prize in Literature 1973,for an epic and psychological narrative art which has introduced a new continent into literature,01-Jan,648,Individual,Patrick White,28/05/1912,London,United Kingdom,Male,,,,30/09/1990,Sydney,Australia,1912,61,60-70
1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,01-Mar,400,Individual,Karl von Frisch,1886-11-20,Vienna,Austria,Male,Zoologisches Institut der Universit??t M??nchen,Munich,Federal Republic of Germany,12/06/1982,Munich,West Germany (Germany),1886,87,70+
1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,01-Mar,401,Individual,Konrad Lorenz,07/11/1903,Vienna,Austria,Male,"Konrad-Lorenz-Institut der ??sterreichischen Akademie der Wissen??schaften, Forschungsstelle f??r Ethologie",Altenberg; Gr??nau im Almtal,Austria,27/02/1989,Vienna,Austria,1903,70,70+
1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,01-Mar,402,Individual,Nikolaas Tinbergen,15/04/1907,the Hague,Netherlands,Male,University of Oxford,Oxford,United Kingdom,21/12/1988,Oxford,United Kingdom,1907,66,60-70
1973,Peace,The Nobel Peace Prize 1973,,01-Feb,530,Individual,Henry A. Kissinger,27/05/1923,F??rth,Germany,Male,,,,,,Alive,1923,50,50-60
1973,Peace,The Nobel Peace Prize 1973,,01-Feb,531,Organization,Le Duc Tho,14/10/1911,Nam Ha province,Vietnam,Male,,,,13/10/1990,Hanoi,Vietnam,1911,62,60-70
1973,Physics,The Nobel Prize in Physics 1973,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively",01-Apr,97,Individual,Leo Esaki,12/03/1925,Osaka,Japan,Male,IBM Thomas J. Watson Research Center,"Yorktown Heights, NY",United States of America,,,Alive,1925,48,40-50
1973,Physics,The Nobel Prize in Physics 1973,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively",01-Apr,98,Individual,Ivar Giaever,05/04/1929,Bergen,Norway,Male,General Electric Company,"Schenectady, NY",United States of America,,,Alive,1929,44,40-50
1973,Physics,The Nobel Prize in Physics 1973,"for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects",01-Feb,99,Individual,Brian David Josephson,04/01/1940,Cardiff,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,,,Alive,1940,33,40-
1974,Chemistry,The Nobel Prize in Chemistry 1974,"for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules",01-Jan,246,Individual,Paul J. Flory,19/06/1910,"Sterling, IL",United States of America,Male,Stanford University,"Stanford, CA",United States of America,08/09/1985,"Big Sur, CA",United States of America,1910,64,60-70
1974,Economics,The Sveriges Riksbank Prize in Economic Sciences 1974,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",01-Feb,684,Individual,Gunnar Myrdal,1898-12-06,Skattungbyn,Sweden,Male,,,,17/05/1987,Stockholm,Sweden,1898,76,70+
1974,Economics,The Sveriges Riksbank Prize in Economic Sciences 1974,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",01-Feb,685,Individual,Friedrich August von Hayek,1899-05-08,Vienna,Austria,Male,,,,23/03/1992,Freiburg,Germany,1899,75,70+
1974,Literature,The Nobel Prize in Literature 1974,"for a narrative art, far-seeing in lands and ages, in the service of freedom",01-Feb,649,Individual,Eyvind Johnson,29/07/1900,Svartbj??rnsbyn,Sweden,Male,,,,25/08/1976,Stockholm,Sweden,1900,74,70+
1974,Literature,The Nobel Prize in Literature 1974,for writings that catch the dewdrop and reflect the cosmos,01-Feb,650,Individual,Harry Martinson,06/05/1904,J??msh??g,Sweden,Male,,,,11/02/1978,Stockholm,Sweden,1904,70,70+
1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,for their discoveries concerning the structural and functional organization of the cell,01-Mar,403,Individual,Albert Claude,1898-08-24,Longlier,Belgium,Male,Universit?? Catholique de Louvain,Louvain,Belgium,22/05/1983,Brussels,Belgium,1898,76,70+
1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,for their discoveries concerning the structural and functional organization of the cell,01-Mar,404,Individual,Christian de Duve,02/10/1917,Thames Ditton,United Kingdom,Male,Rockefeller University,"New York, NY",United States of America,04/05/2013,Nethen,Belgium,1917,57,50-60
1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,for their discoveries concerning the structural and functional organization of the cell,01-Mar,405,Individual,George E. Palade,19/11/1912,Iasi,Romania,Male,"Yale University, School of Medicine","New Haven, CT",United States of America,07/10/2008,"Del Mar, CA",United States of America,1912,62,60-70
1974,Peace,The Nobel Peace Prize 1974,,01-Feb,532,Individual,Se??n MacBride,26/01/1904,Paris,France,Male,,,,15/01/1988,Dublin,Ireland,1904,70,70+
1974,Peace,The Nobel Peace Prize 1974,,01-Feb,533,Individual,Eisaku Sato,27/03/1901,Tabuse,Japan,Male,,,,03/06/1975,Tokyo,Japan,1901,73,70+
1974,Physics,The Nobel Prize in Physics 1974,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",01-Feb,100,Individual,Sir Martin Ryle,27/09/1918,Brighton,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,14/10/1984,Cambridge,United Kingdom,1918,56,50-60
1974,Physics,The Nobel Prize in Physics 1974,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",01-Feb,101,Individual,Antony Hewish,11/05/1924,Fowey,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,,,Alive,1924,50,50-60
1975,Chemistry,The Nobel Prize in Chemistry 1975,for his work on the stereochemistry of enzyme-catalyzed reactions,01-Feb,247,Individual,John Warcup Cornforth,07/09/1917,Sydney,Australia,Male,University of Sussex,Brighton,United Kingdom,08/12/2013,,Alive,1917,58,50-60
1975,Chemistry,The Nobel Prize in Chemistry 1975,for his research into the stereochemistry of organic molecules and reactions,01-Feb,248,Individual,Vladimir Prelog,23/07/1906,Sarajevo,Austria-Hungary (Bosnia and Herzegovina),Male,Eidgen??ssische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,07/01/1998,Zurich,Switzerland,1906,69,60-70
1975,Economics,The Sveriges Riksbank Prize in Economic Sciences 1975,for their contributions to the theory of optimum allocation of resources,01-Feb,686,Individual,Leonid Vitaliyevich Kantorovich,19/01/1912,St. Petersburg,Russian Empire (Russia),Male,Academy of Sciences,Moscow,Union of Soviet Socialist Republics,07/04/1986,Moscow,Union of Soviet Socialist Republics (Russia),1912,63,60-70
1975,Economics,The Sveriges Riksbank Prize in Economic Sciences 1975,for their contributions to the theory of optimum allocation of resources,01-Feb,687,Individual,Tjalling C. Koopmans,28/08/1910,'s Graveland,Netherlands,Male,Yale University,"New Haven, CT",United States of America,26/02/1985,"New Haven, CT",United States of America,1910,65,60-70
1975,Literature,The Nobel Prize in Literature 1975,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",01-Jan,651,Individual,Eugenio Montale,1896-10-12,Genoa,Italy,Male,,,,12/09/1981,Milan,Italy,1896,79,70+
1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,01-Mar,406,Individual,David Baltimore,07/03/1938,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,Alive,1938,37,40-
1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,01-Mar,407,Individual,Renato Dulbecco,22/02/1914,Catanzaro,Italy,Male,Imperial Cancer Research Fund Laboratory,London,United Kingdom,19/02/2012,"La Jolla, CA",United States of America,1914,61,60-70
1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,01-Mar,408,Individual,Howard Martin Temin,10/12/1934,"Philadelphia, PA",United States of America,Male,University of Wisconsin,"Madison, WI",United States of America,09/02/1994,"Madison, WI",United States of America,1934,41,40-50
1975,Peace,The Nobel Peace Prize 1975,,01-Jan,534,Individual,Andrei Dmitrievich Sakharov,21/05/1921,Moscow,Russia,Male,,,,14/12/1989,Moscow,Union of Soviet Socialist Republics (Russia),1921,54,50-60
1975,Physics,The Nobel Prize in Physics 1975,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,01-Mar,102,Individual,Aage Niels Bohr,19/06/1922,Copenhagen,Denmark,Male,Niels Bohr Institute,Copenhagen,Denmark,08/09/2009,Copenhagen,Denmark,1922,53,50-60
1975,Physics,The Nobel Prize in Physics 1975,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,01-Mar,103,Individual,Ben Roy Mottelson,09/07/1926,"Chicago, IL",United States of America,Male,Nordita,Copenhagen,Denmark,,,Alive,1926,49,40-50
1975,Physics,The Nobel Prize in Physics 1975,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,01-Mar,104,Individual,Leo James Rainwater,09/12/1917,"Council, ID",United States of America,Male,Columbia University,"New York, NY",United States of America,31/03/1986,"Yonkers, NY",United States of America,1917,58,50-60
1976,Chemistry,The Nobel Prize in Chemistry 1976,for his studies on the structure of boranes illuminating problems of chemical bonding,01-Jan,249,Individual,William N. Lipscomb,09/12/1919,"Cleveland, OH",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,14/04/2011,"Cambridge, MA",United States of America,1919,57,50-60
1976,Economics,The Sveriges Riksbank Prize in Economic Sciences 1976,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy",01-Jan,688,Individual,Milton Friedman,31/07/1912,"Brooklyn, NY",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,16/11/2006,"San Francisco, CA",United States of America,1912,64,60-70
1976,Literature,The Nobel Prize in Literature 1976,for the human understanding and subtle analysis of contemporary culture that are combined in his work,01-Jan,652,Individual,Saul Bellow,10/06/1915,Montreal,Canada,Male,,,,05/04/2005,"Brookline, MA",United States of America,1915,61,60-70
1976,Medicine,The Nobel Prize in Physiology or Medicine 1976,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,01-Feb,409,Individual,Baruch S. Blumberg,28/07/1925,"New York, NY",United States of America,Male,The Institute for Cancer Research,"Philadelphia, PA",United States of America,05/04/2011,"Moffett Field, CA",United States of America,1925,51,50-60
1976,Medicine,The Nobel Prize in Physiology or Medicine 1976,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,01-Feb,410,Individual,D. Carleton Gajdusek,09/09/1923,"Yonkers, NY",United States of America,Male,National Institutes of Health,"Bethesda, MD",United States of America,12/12/2008,Troms??,Norway,1923,53,50-60
1976,Peace,The Nobel Peace Prize 1976,,01-Feb,535,Individual,Betty Williams,22/05/1943,Belfast,Northern Ireland,Female,,,,,,Alive,1943,33,40-
1976,Peace,The Nobel Peace Prize 1976,,01-Feb,536,Individual,Mairead Corrigan,27/01/1944,Belfast,Northern Ireland,Female,,,,,,Alive,1944,32,40-
1976,Physics,The Nobel Prize in Physics 1976,for their pioneering work in the discovery of a heavy elementary particle of a new kind,01-Feb,105,Individual,Burton Richter,22/03/1931,"Brooklyn, NY",United States of America,Male,Stanford Linear Accelerator Center,"Stanford, CA",United States of America,,,Alive,1931,45,40-50
1976,Physics,The Nobel Prize in Physics 1976,for their pioneering work in the discovery of a heavy elementary particle of a new kind,01-Feb,106,Individual,Samuel Chao Chung Ting,27/01/1936,"Ann Arbor, MI",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,Alive,1936,40,40-50
1977,Chemistry,The Nobel Prize in Chemistry 1977,"for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures",01-Jan,250,Individual,Ilya Prigogine,25/01/1917,Moscow,Russia,Male,Universit?? Libre de Bruxelles,Brussels,Belgium,28/05/2003,Brussels,Belgium,1917,60,60-70
1977,Economics,The Sveriges Riksbank Prize in Economic Sciences 1977,for their pathbreaking contribution to the theory of international trade and international capital movements,01-Feb,689,Individual,Bertil Ohlin,1899-04-23,Klippan,Sweden,Male,Stockholm School of Economics,Stockholm,Sweden,03/08/1979,V??l??dalen,Sweden,1899,78,70+
1977,Economics,The Sveriges Riksbank Prize in Economic Sciences 1977,for their pathbreaking contribution to the theory of international trade and international capital movements,01-Feb,690,Individual,James E. Meade,23/06/1907,Swanage,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,22/12/1995,Cambridge,United Kingdom,1907,70,70+
1977,Literature,The Nobel Prize in Literature 1977,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars",01-Jan,653,Individual,Vicente Aleixandre,1898-04-26,Sevilla,Spain,Male,,,,14/12/1984,Madrid,Spain,1898,79,70+
1977,Medicine,The Nobel Prize in Physiology or Medicine 1977,for their discoveries concerning the peptide hormone production of the brain,01-Apr,411,Individual,Roger Guillemin,11/01/1924,Dijon,France,Male,The Salk Institute,"San Diego, CA",United States of America,,,Alive,1924,53,50-60
1977,Medicine,The Nobel Prize in Physiology or Medicine 1977,for their discoveries concerning the peptide hormone production of the brain,01-Apr,412,Individual,Andrew V. Schally,30/11/1926,Wilno (Vilnius),Poland (Lithuania),Male,Veterans Administration Hospital,"New Orleans, LA",United States of America,,,Alive,1926,51,50-60
1977,Medicine,The Nobel Prize in Physiology or Medicine 1977,for the development of radioimmunoassays of peptide hormones,01-Feb,413,Individual,Rosalyn Yalow,19/07/1921,"New York, NY",United States of America,Female,Veterans Administration Hospital,"Bronx, NY",United States of America,30/05/2011,"New York, NY",United States of America,1921,56,50-60
1977,Peace,The Nobel Peace Prize 1977,,01-Jan,537,Organization,Amnesty International,,,,,,,,,,Other,,,
1977,Physics,The Nobel Prize in Physics 1977,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,01-Mar,107,Individual,Philip Warren Anderson,13/12/1923,"Indianapolis, IN",United States of America,Male,Bell Telephone Laboratories,"Murray Hill, NJ",United States of America,,,Alive,1923,54,50-60
1977,Physics,The Nobel Prize in Physics 1977,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,01-Mar,108,Individual,Sir Nevill Francis Mott,30/09/1905,Leeds,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,08/08/1996,Milton Keynes,United Kingdom,1905,72,70+
1977,Physics,The Nobel Prize in Physics 1977,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,01-Mar,109,Individual,John Hasbrouck van Vleck,1899-03-13,"Middletown, CT",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,27/10/1980,"Cambridge, MA",United States of America,1899,78,70+
1978,Chemistry,The Nobel Prize in Chemistry 1978,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,01-Jan,251,Individual,Peter D. Mitchell,29/09/1920,Mitcham,United Kingdom,Male,Glynn Research Laboratories,Bodmin,United Kingdom,10/04/1992,Bodmin,United Kingdom,1920,58,50-60
1978,Economics,The Sveriges Riksbank Prize in Economic Sciences 1978,for his pioneering research into the decision-making process within economic organizations,01-Jan,691,Individual,Herbert A. Simon,15/06/1916,"Milwaukee, WI",United States of America,Male,Carnegie Mellon University,"Pittsburgh, PA",United States of America,09/02/2001,"Pittsburgh, PA",United States of America,1916,62,60-70
1978,Literature,The Nobel Prize in Literature 1978,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life",01-Jan,654,Individual,Isaac Bashevis Singer,14/07/1904,Leoncin,Russian Empire (Poland),Male,,,,24/07/1991,"Surfside, FL",United States of America,1904,74,70+
1978,Medicine,The Nobel Prize in Physiology or Medicine 1978,for the discovery of restriction enzymes and their application to problems of molecular genetics,01-Mar,414,Individual,Werner Arber,03/06/1929,Gr??nichen,Switzerland,Male,Biozentrum der Universit??t,Basel,Switzerland,,,Alive,1929,49,40-50
1978,Medicine,The Nobel Prize in Physiology or Medicine 1978,for the discovery of restriction enzymes and their application to problems of molecular genetics,01-Mar,415,Individual,Daniel Nathans,30/10/1928,"Wilmington, DE",United States of America,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,16/11/1999,"Baltimore, MD",United States of America,1928,50,50-60
1978,Medicine,The Nobel Prize in Physiology or Medicine 1978,for the discovery of restriction enzymes and their application to problems of molecular genetics,01-Mar,416,Individual,Hamilton O. Smith,23/08/1931,"New York, NY",United States of America,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,,,Alive,1931,47,40-50
1978,Peace,The Nobel Peace Prize 1978,,01-Feb,538,Individual,Mohamed Anwar al-Sadat,25/12/1918,Mit Abu al-Kawm,Egypt,Male,,,,06/10/1981,Cairo,Egypt,1918,60,60-70
1978,Peace,The Nobel Peace Prize 1978,,01-Feb,539,Individual,Menachem Begin,16/08/1913,Brest Litovsk,Russian Empire (Belarus),Male,,,,09/03/1992,Tel Aviv,Israel,1913,65,60-70
1978,Physics,The Nobel Prize in Physics 1978,for his basic inventions and discoveries in the area of low-temperature physics,01-Feb,110,Individual,Pyotr Leonidovich Kapitsa,1894-07-09,Kronshtadt,Russian Empire (Russia),Male,Academy of Sciences,Moscow,Union of Soviet Socialist Republics,08/04/1984,Moscow,Union of Soviet Socialist Republics (Russia),1894,84,70+
1978,Physics,The Nobel Prize in Physics 1978,for their discovery of cosmic microwave background radiation,01-Apr,111,Individual,Arno Allan Penzias,26/04/1933,Munich,Germany,Male,Bell Laboratories,"Holmdel, NJ",United States of America,,,Alive,1933,45,40-50
1978,Physics,The Nobel Prize in Physics 1978,for their discovery of cosmic microwave background radiation,01-Apr,112,Individual,Robert Woodrow Wilson,10/01/1936,"Houston, TX",United States of America,Male,Bell Laboratories,"Holmdel, NJ",United States of America,,,Alive,1936,42,40-50
1979,Chemistry,The Nobel Prize in Chemistry 1979,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",01-Feb,252,Individual,Herbert C. Brown,22/05/1912,London,United Kingdom,Male,Purdue University,"West Lafayette, IN",United States of America,19/12/2004,"Lafayette, IN",United States of America,1912,67,60-70
1979,Chemistry,The Nobel Prize in Chemistry 1979,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",01-Feb,253,Individual,Georg Wittig,1897-06-16,Berlin,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany,26/08/1987,Heidelberg,West Germany (Germany),1897,82,70+
1979,Economics,The Sveriges Riksbank Prize in Economic Sciences 1979,for their pioneering research into economic development research with particular consideration of the problems of developing countries,01-Feb,692,Individual,Theodore W. Schultz,30/04/1902,"Arlington, SD",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,26/02/1998,"Evanston, IL",United States of America,1902,77,70+
1979,Economics,The Sveriges Riksbank Prize in Economic Sciences 1979,for their pioneering research into economic development research with particular consideration of the problems of developing countries,01-Feb,693,Individual,Sir Arthur Lewis,23/01/1915,Castries,British West Indies (Saint Lucia),Male,Princeton University,"Princeton, NJ",United States of America,15/06/1991,Bridgetown,Barbados,1915,64,60-70
1979,Literature,The Nobel Prize in Literature 1979,"for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness",01-Jan,655,Individual,Odysseus Elytis,02/11/1911,Ir??klion,Crete (Greece),Male,,,,18/03/1996,Athens,Greece,1911,68,60-70
1979,Medicine,The Nobel Prize in Physiology or Medicine 1979,for the development of computer assisted tomography,01-Feb,417,Individual,Allan M. Cormack,23/02/1924,Johannesburg,South Africa,Male,Tufts University,"Medford, MA",United States of America,07/05/1998,"Winchester, MA",United States of America,1924,55,50-60
1979,Medicine,The Nobel Prize in Physiology or Medicine 1979,for the development of computer assisted tomography,01-Feb,418,Individual,Godfrey N. Hounsfield,28/08/1919,Newark,United Kingdom,Male,"Central Research Laboratories, EMI",London,United Kingdom,12/08/2004,Kingston upon Thames,United Kingdom,1919,60,60-70
1979,Peace,The Nobel Peace Prize 1979,,01-Jan,540,Organization,Mother Teresa,26/08/1910,Uskup (Skopje),Ottoman Empire (Republic of Macedonia),Female,,,,05/09/1997,Calcutta,India,1910,69,60-70
1979,Physics,The Nobel Prize in Physics 1979,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",01-Mar,113,Individual,Sheldon Lee Glashow,05/12/1932,"New York, NY",United States of America,Male,"Harvard University, Lyman Laboratory","Cambridge, MA",United States of America,,,Alive,1932,47,40-50
1979,Physics,The Nobel Prize in Physics 1979,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",01-Mar,114,Individual,Abdus Salam,29/01/1926,Jhang Maghi&#257;na,India (Pakistan),Male,International Centre for Theoretical Physics,Trieste,Italy,21/11/1996,Oxford,United Kingdom,1926,53,50-60
1979,Physics,The Nobel Prize in Physics 1979,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",01-Mar,115,Individual,Steven Weinberg,03/05/1933,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,Alive,1933,46,40-50
1980,Chemistry,The Nobel Prize in Chemistry 1980,for their contributions concerning the determination of base sequences in nucleic acids,01-Apr,222,Individual,Frederick Sanger,13/08/1918,Rendcombe,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,19/11/2013,Cambridge,United Kingdom,1918,62,60-70
1980,Chemistry,The Nobel Prize in Chemistry 1980,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA",01-Feb,254,Individual,Paul Berg,30/06/1926,"New York, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,Alive,1926,54,50-60
1980,Chemistry,The Nobel Prize in Chemistry 1980,for their contributions concerning the determination of base sequences in nucleic acids,01-Apr,255,Individual,Walter Gilbert,21/03/1932,"Boston, MA",United States of America,Male,"Harvard University, Biological Laboratories","Cambridge, MA",United States of America,,,Alive,1932,48,40-50
1980,Economics,The Sveriges Riksbank Prize in Economic Sciences 1980,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,01-Jan,694,Individual,Lawrence R. Klein,14/09/1920,"Omaha, NE",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,20/10/2013,"Gladwyne, PA",United States of America,1920,60,60-70
1980,Literature,The Nobel Prize in Literature 1980,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts,01-Jan,657,Individual,Czeslaw Milosz,30/06/1911,&#346;eteniai,Russian Empire (Lithuania),Male,,,,14/08/2004,Krak??w,Poland,1911,69,60-70
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,01-Mar,419,Individual,Baruj Benacerraf,29/10/1920,Caracas,Venezuela,Male,Harvard Medical School,"Boston, MA",United States of America,02/08/2011,"Boston, MA",United States of America,1920,60,60-70
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,01-Mar,420,Individual,Jean Dausset,19/10/1916,Toulouse,France,Male,"Universit?? de Paris, Laboratoire Immuno-H??matologie",Paris,France,06/06/2009,"Palma, Majorca",Spain,1916,64,60-70
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,01-Mar,421,Individual,George D. Snell,19/12/1903,"Bradford, MA",United States of America,Male,Jackson Laboratory,"Bar Harbor, ME",United States of America,06/06/1996,"Bar Harbor, ME",United States of America,1903,77,70+
1980,Peace,The Nobel Peace Prize 1980,,01-Jan,541,Individual,Adolfo P??rez Esquivel,26/11/1931,Buenos Aires,Argentina,Male,,,,,,Alive,1931,49,40-50
1980,Physics,The Nobel Prize in Physics 1980,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,01-Feb,116,Individual,James Watson Cronin,29/09/1931,"Chicago, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,25/08/2016,"St. Paul, MN",United States of America,1931,49,40-50
1980,Physics,The Nobel Prize in Physics 1980,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,01-Feb,117,Individual,Val Logsdon Fitch,10/03/1923,"Merriman, NE",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,05/02/2015,"Princeton, NJ",United States of America,1923,57,50-60
1981,Chemistry,The Nobel Prize in Chemistry 1981,"for their theories, developed independently, concerning the course of chemical reactions",01-Feb,257,Individual,Kenichi Fukui,04/10/1918,Nara,Japan,Male,Kyoto University,Kyoto,Japan,09/01/1998,Kyoto,Japan,1918,63,60-70
1981,Chemistry,The Nobel Prize in Chemistry 1981,"for their theories, developed independently, concerning the course of chemical reactions",01-Feb,258,Individual,Roald Hoffmann,18/07/1937,Zloczov,Poland (Ukraine),Male,Cornell University,"Ithaca, NY",United States of America,,,Alive,1937,44,40-50
1981,Economics,The Sveriges Riksbank Prize in Economic Sciences 1981,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",01-Jan,695,Individual,James Tobin,05/03/1918,"Champaign, IL",United States of America,Male,Yale University,"New Haven, CT",United States of America,11/03/2002,"New Haven, CT",United States of America,1918,63,60-70
1981,Literature,The Nobel Prize in Literature 1981,"for writings marked by a broad outlook, a wealth of ideas and artistic power",01-Jan,658,Individual,Elias Canetti,25/07/1905,Ruse,Bulgaria,Male,,,,14/08/1994,Zurich,Switzerland,1905,76,70+
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,for his discoveries concerning the functional specialization of the cerebral hemispheres,01-Feb,422,Individual,Roger W. Sperry,20/08/1913,"Hartford, CT",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,17/04/1994,"Pasadena, CA",United States of America,1913,68,60-70
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,for their discoveries concerning information processing in the visual system,01-Apr,423,Individual,David H. Hubel,27/02/1926,"Windsor, ON",Canada,Male,Harvard Medical School,"Boston, MA",United States of America,22/09/2013,"Lincoln, MA",United States of America,1926,55,50-60
